Book	Chapter	Verse	ID	SupportReference	OrigQuote	Occurrence	GLQuote	OccurrenceNote
2CO	front	intro	ur4j			0		# Introduction to 2 Corinthians<br>## Part 1: General Introduction<br><br>### Outline of the Book of 2 Corinthians<br><br>1. Paul thanks God for the Corinthian Christians (1:1-11)<br>1. Paul explains his conduct and his ministry (1:12-7:16)<br>1. Paul speaks about contributing money for the Jerusalem church (8:1-9:15)<br>1. Paul defends his authority as an apostle (10:1-13:10)<br>1. Paul gives final greetings and encouragement (13:11-14)<br><br>### Who wrote the Book of 2 Corinthians?<br><br>Paul was the author. He was from the city of Tarsus. He had been known as Saul in his early life. Before becoming a Christian, Paul was a Pharisee. He persecuted Christians. After he became a Christian, he traveled several times throughout the Roman Empire telling people about Jesus.<br><br>Paul started the church in Corinth. He was staying in the city of Ephesus when he wrote this letter.<br><br>### What is the Book of 2 Corinthians about?<br><br>In 2 Corinthians, Paul continued to write about the conflicts among the Christians in the city of Corinth. It is clear in this letter that the Corinthians had obeyed his previous instructions to them. In 2 Corinthians, Paul encouraged them to live in a way that would please God.<br><br>Paul also wrote to assure them that Jesus Christ sent him as an apostle to preach the Gospel. Paul wanted them to understand this, because a group of Jewish Christians opposed what he was doing. They claimed Paul was not sent by God and he was teaching a false message. This group of Jewish Christians wanted Gentile Christians to obey the law of Moses.<br><br>### How should the title of this book be translated?<br><br>Translators may choose to call this book by its traditional title, “Second Corinthians.” Or they may choose a clearer title, such as “Paul’s Second Letter to the Church in Corinth.” (See: [[rc://en/ta/man/translate/translate-names]])<br><br>## Part 2: Important Religious and Cultural Concepts<br><br>### What was the city of Corinth like?<br><br>Corinth was a major city located in ancient Greece. Because it was near the Mediterranean Sea, many travelers and traders came to buy and sell goods there. This resulted in the city having people from many different cultures. The city was famous for having people who lived in immoral ways. The people worshipped Aphrodite, the Greek goddess of love. As part of the ceremonies honoring Aphrodite, her worshipers had sexual intercourse with temple prostitutes.<br><br>### What did Paul mean by “false apostles” (11:13)?<br><br>These were Jewish Christians. They taught that Gentile Christians had to obey the law of Moses in order to follow Christ. Christian leaders had met in Jerusalem and decided on the matter (See: Acts 15). However, it is clear that there were still some groups that disagreed with what the leaders in Jerusalem decided.<br><br>## Part 3: Important Translation Issues<br><br>### Singular and plural “you”<br><br>In this book, the word “I” refers to Paul. Also, the word “you” is almost always plural and refers to the believers in Corinth. There are two exceptions to this: 6:2 and 12:9. (See: [[rc://en/ta/man/translate/figs-exclusive]] and [[rc://en/ta/man/translate/figs-you]])<br><br>### How are the ideas of “holy” and “sanctify” represented in 2 Corinthians in the ULT?<br><br>The scriptures use such words to indicate any one of various ideas. For this reason, it is often difficult for translators to represent them well in their versions. In translating into English, the ULT uses the following principles:<br><br>* Sometimes the meaning in a passage implies moral holiness. Especially important for understanding the gospel is the fact that God considers Christians to be sinless because they are united to Jesus Christ. Another related fact is that God is perfect and faultless. A third fact is that Christians are to conduct themselves in a blameless, faultless manner in life. In these cases, the ULT uses “holy,” “holy God,” “holy ones,” or “holy people.”<br><br>* The meaning in most passages in 2 Corinthians is a simple reference to Christians without implying any particular role filled by them. In these cases, the ULT uses “believer” or “believers.” (See: 1:1; 8:4; 9:1, 12; 13:13)<br><br>* Sometimes the meaning in the passage implies the idea of someone or something set apart for God alone. In these cases, the ULT uses “set apart,” “dedicated to,” “reserved for,” or “sanctified.”<br><br>The UST will often be helpful as translators think about how to represent these ideas in their own versions.<br><br>### What did Paul mean by expressions like “in Christ” and “in the Lord”?<br><br>This kind of expression occurs in 1:19, 20; 2:12, 17; 3:14; 5:17, 19, 21; 10:17; 12:2, 19; and 13:4. Paul meant to express the idea of a very close union with Christ and the believers. At the same time, he often intended other meanings as well. See, for example, “A door was opened for me in the Lord,” (2:12) where Paul specifically meant that a door was opened for Paul by the Lord.<br><br>Please see the introduction to the Book of Romans for more details about this kind of expression.<br><br>### What does it mean to be a “new creation” in Christ (5:17)?<br><br>Paul’s message was that God makes Christians part of a “new world” when a person believes in Christ. God gives a new world of holiness, peace, and joy. In this new world, believers have a new nature that has been given them by the Holy Spirit. Translators should try to express this idea.<br><br>### What are the major issues in the text of the Book of 2 Corinthians?<br><br>* “and in your love for us” (8:7). Many versions, including the ULT and UST, read this way. However, many other versions read, “and in our love for you.” There is strong evidence that each reading is original. Translators should probably follow the reading preferred by other versions in their region.<br><br>(See: [[rc://en/ta/man/translate/translate-textvariants]])
2CO	1	intro	tsh3			0		# 2 Corinthians 01 General Notes<br>## Structure and formatting<br><br>The first paragraph reflects a common way to begin a letter in the ancient Near East.<br><br>## Special Concepts<br><br>### Paul’s integrity<br>People were criticizing Paul and saying he was not sincere. He refutes them by explaining his motives for what he was doing.<br><br>### Comfort<br>Comfort is a major theme of this chapter. The Holy Spirit comforts Christians. The Corinthians probably were afflicted and needed to be comforted.<br><br>## Important figures of speech in this chapter<br><br>### Rhetorical question<br><br>Paul uses two rhetorical questions to defend himself against a charge of not being sincere. (See: [[rc://en/ta/man/translate/figs-rquestion]])<br><br>## Other possible translation difficulties in this chapter<br><br>### We<br>Paul uses the pronoun “we”. This likely represents at least Timothy and himself. It may also include other people.<br><br>### Guarantee<br><br>Paul says the Holy Spirit is the guarantee, which means pledge or down-payment, of a Christian’s eternal life. Christians are securely saved. But they will not experience all of God’s given promises until after they die. The Holy Spirit is a personal guarantee that this will happen. This idea comes from a business term. A person gives some valuable item to another person as a “guarantee” that they will repay money. (See: [[rc://en/tw/dict/bible/kt/eternity]] and [[rc://en/tw/dict/bible/kt/save]])
2CO	1	1	epd2			0	General Information:	After Paul’s greeting to the church in Corinth, he writes about suffering and comfort through Jesus Christ. Timothy is with him as well. The word “you” throughout this letter refers to the people of the church in Corinth and to the rest of the Christians in that area. Possibly Timothy writes on parchment paper the words that Paul says.
2CO	1	1	mel3		Παῦλος…τῇ ἐκκλησίᾳ τοῦ Θεοῦ τῇ οὔσῃ ἐν Κορίνθῳ	1	Paul…to the church of God that is in Corinth	Your language may have a particular way of introducing the author of a letter and its intended audience. Alternate translation: “I, Paul…wrote this letter to you, the church of God that is in Corinth”
2CO	1	1	f59u		Τιμόθεος ὁ ἀδελφὸς	1	Timothy our brother	This indicates that both Paul and the Corinthians knew Timothy and considered him to be their spiritual brother.
2CO	1	1	mhg5	translate-names	Ἀχαΐᾳ	1	Achaia	This is the name of a Roman province in the southern part of modern-day Greece. (See: [[rc://en/ta/man/translate/translate-names]])
2CO	1	2	f6k1		χάρις ὑμῖν καὶ εἰρήνη	1	May grace be to you and peace	This is a common greeting that Paul uses in his letters.
2CO	1	3	px2q	figs-activepassive	εὐλογητὸς ὁ Θεὸς καὶ Πατὴρ τοῦ Κυρίου ἡμῶν Ἰησοῦ Χριστοῦ	1	May the God and Father of our Lord Jesus Christ be praised	This can be stated in active form. Alternate translation: “May we always praise the God and Father of our Lord Jesus Christ” (See: [[rc://en/ta/man/translate/figs-activepassive]])
2CO	1	3	k7dl		ὁ Θεὸς καὶ Πατὴρ	1	the God and Father	“God, who is the Father”
2CO	1	3	pg4a	figs-parallelism	ὁ Πατὴρ τῶν οἰκτιρμῶν καὶ Θεὸς πάσης παρακλήσεως	1	the Father of mercies and the God of all comfort	These two phrases express the same idea in two different ways. Both phrases refer to God. (See: [[rc://en/ta/man/translate/figs-parallelism]])
